Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Card Payment,Current,2024-08-21 17:59:14,2024-08-23 15:28:23,Himalaya,-499.95,0,RON,COMPLETED,27.4
Card Payment,Current,2024-08-22 11:54:01,2024-08-23 15:38:13,Horia Hulubei National Institute of Physics and Nuclear Engineering,-18,0,RON,COMPLETED,9.4
Deposit,Current,2024-08-23 15:52:33,2024-08-23 15:52:33,Payment from UNIVERSITATEA DIN BUCURESTI,1200,0,RON,COMPLETED,1209.4
Transfer,Current,2024-08-23 17:28:45,2024-08-23 17:28:46,Savings Vault topup,-1200,0,RON,COMPLETED,9.4
Transfer,Current,2024-08-23 17:28:52,2024-08-23 17:28:52,From RON Savings account,25,0,RON,COMPLETED,34.4
Transfer,Current,2024-08-23 21:19:23,2024-08-23 21:19:23,From RON Savings account,100,0,RON,COMPLETED,134.4
Transfer,Current,2024-08-23 21:34:26,2024-08-23 21:34:26,Transfer from MATEI-DAVID-STEFAN ZICHISANU,45,0,RON,COMPLETED,179.4
Transfer,Current,2024-08-24 0:44:03,2024-08-24 0:44:03,Savings Vault topup,-75,0,RON,COMPLETED,104.4
Card Payment,Current,2024-08-23 21:20:53,2024-08-24 14:39:17,McDonald's,-63,0,RON,COMPLETED,41.4
Deposit,Current,2024-08-24 17:03:36,2024-08-24 17:03:40,Top-up by *7150,1300,0,RON,COMPLETED,1341.4
Card Payment,Current,2024-08-23 21:30:53,2024-08-24 17:24:26,Mega Image,-4.45,0,RON,COMPLETED,1336.95
Transfer,Current,2024-08-24 18:19:57,2024-08-24 18:19:57,From RON Savings account,50,0,RON,COMPLETED,1386.95
Transfer,Current,2024-08-25 7:39:20,2024-08-25 7:39:20,From RON Savings account,1,0,RON,COMPLETED,1387.95
Transfer,Current,2024-08-25 7:40:24,2024-08-25 7:40:24,From RON Savings account,0.01,0,RON,COMPLETED,1387.96
Card Payment,Current,2024-08-24 18:27:09,2024-08-25 15:45:15,Motocard Online,-1262.42,0,RON,COMPLETED,125.54
Transfer,Current,2024-08-25 16:02:43,2024-08-25 16:02:43,From RON Savings account,100,0,RON,COMPLETED,225.54
Card Payment,Current,2024-08-25 16:02:53,,Uber,-15.99,0,RON,REVERTED,
Card Payment,Current,2024-08-25 16:13:34,,Uber,-16.44,0,RON,REVERTED,
Transfer,Current,2024-08-25 20:02:26,2024-08-25 20:02:26,Savings Vault topup,-100,0,RON,COMPLETED,125.54
Card Payment,Current,2024-08-25 7:40:46,2024-08-26 16:51:46,Mega Image,-6.48,0,RON,COMPLETED,119.06
Card Payment,Current,2024-08-23 17:38:38,2024-08-26 17:32:07,PENNY,-19.06,0,RON,COMPLETED,100
Transfer,Current,2024-08-27 10:57:25,2024-08-27 10:57:26,From RON Savings account,400,0,RON,COMPLETED,500
Transfer,Current,2024-08-27 12:47:17,2024-08-27 12:47:17,From RON Savings account,50,0,RON,COMPLETED,550
Transfer,Current,2024-08-27 15:35:24,2024-08-27 15:35:25,From RON Savings account,0.17,0,RON,COMPLETED,550.17
Transfer,Current,2024-08-27 16:04:22,2024-08-27 16:04:23,From RON Savings account,25,0,RON,COMPLETED,575.17
ATM,Current,2024-08-24 18:18:53,2024-08-27 18:05:21,Cash withdrawal at Atm Alpha Bank Dorobanti,-100,0,RON,COMPLETED,475.17
Transfer,Current,2024-08-28 10:07:02,2024-08-28 10:07:03,Transfer from IONUT-GABRIEL CRISTEA,50,0,RON,COMPLETED,525.17
Card Payment,Current,2024-08-27 11:06:03,2024-08-28 15:32:18,iaBilet,-230.29,0,RON,COMPLETED,294.88
Card Payment,Current,2024-08-27 16:04:35,2024-08-28 15:38:30,Nova prompt,-7,0,RON,COMPLETED,287.88
Card Payment,Current,2024-08-27 16:05:28,2024-08-28 15:38:32,Nova prompt,-7,0,RON,COMPLETED,280.88
Card Payment,Current,2024-08-27 19:53:45,2024-08-28 15:42:31,Nemarval Market,-2.4,0,RON,COMPLETED,278.48
Card Payment,Current,2024-08-27 12:28:03,2024-08-28 15:43:28,Auto Parts Shop,-35,0,RON,COMPLETED,243.48
Card Payment,Current,2024-08-27 11:24:29,2024-08-28 16:01:50,Digi,-9.95,0,RON,COMPLETED,233.53
Card Payment,Current,2024-08-27 13:11:44,2024-08-28 16:02:24,TSV,-173.04,0,RON,COMPLETED,60.49
Transfer,Current,2024-08-28 16:06:51,2024-08-28 16:06:51,From RON Savings account,100,0,RON,COMPLETED,160.49
Transfer,Current,2024-08-29 7:47:33,2024-08-29 7:47:33,From RON Savings account,5,0,RON,COMPLETED,165.49
Card Payment,Current,2024-08-28 13:20:27,2024-08-29 16:04:29,Dallmayr,-5,0,RON,COMPLETED,160.49
Card Payment,Current,2024-08-28 10:08:47,2024-08-29 16:15:14,Superbet,-50,0,RON,COMPLETED,110.49
Card Payment,Current,2024-08-28 16:08:08,2024-08-29 16:40:49,Superbet,-100,0,RON,COMPLETED,10.49
Transfer,Current,2024-08-29 18:26:35,2024-08-29 18:26:35,From RON Savings account,70,0,RON,COMPLETED,80.49
Transfer,Current,2024-08-29 18:28:29,2024-08-29 18:28:29,From RON Savings account,50,0,RON,COMPLETED,130.49
Transfer,Current,2024-08-29 18:49:45,2024-08-29 18:49:45,Transfer from ANDREI-VLAD IONESCU,55,0,RON,COMPLETED,185.49
Transfer,Current,2024-08-29 18:51:33,2024-08-29 18:51:33,Savings Vault topup,-50,0,RON,COMPLETED,135.49
Deposit,Current,2024-08-29 20:47:55,2024-08-29 20:47:59,Top-up by *7150,1200,0,RON,COMPLETED,1335.49
Transfer,Current,2024-08-29 20:48:09,2024-08-29 20:48:09,Savings Vault topup,-1200,0,RON,COMPLETED,135.49
Deposit,Current,2024-08-29 21:11:11,2024-08-29 21:11:12,Payment from CRISTEA IONUT GABRIEL,100,0,RON,COMPLETED,235.49
Transfer,Current,2024-08-29 21:14:17,2024-08-29 21:14:17,Savings Vault topup,-100,0,RON,COMPLETED,135.49
Transfer,Current,2024-08-30 11:34:53,2024-08-30 11:34:53,From RON Savings account,50,0,RON,COMPLETED,185.49
Card Payment,Current,2024-08-29 13:30:28,2024-08-30 16:39:55,Dallmayr,-5,0,RON,COMPLETED,180.49
Card Payment,Current,2024-08-29 18:39:15,2024-08-30 17:10:19,Booking.com,-108.08,0,RON,COMPLETED,72.41
Card Payment,Current,2024-08-29 7:46:51,2024-08-30 17:21:30,Mega Image,-2.59,0,RON,COMPLETED,69.82
Transfer,Current,2024-08-31 10:41:56,2024-08-31 10:41:56,From RON Savings account,250,0,RON,COMPLETED,319.82
Card Payment,Current,2024-08-30 11:40:50,2024-08-31 15:13:52,Horia Hulubei National Institute of Physics and Nuclear Engineering,-19,0,RON,COMPLETED,300.82
Card Payment,Current,2024-08-30 17:51:29,2024-08-31 15:15:59,Ikea,-17,0,RON,COMPLETED,283.82
CARD_CREDIT,Current,2024-08-31 22:12:01,2024-08-31 22:12:01,superbet.ro,400,0,RON,COMPLETED,683.82
Transfer,Current,2024-08-31 22:29:22,2024-08-31 22:29:22,Transfer to IONUT-GABRIEL CRISTEA,-200,0,RON,COMPLETED,483.82
Transfer,Current,2024-08-31 22:29:45,2024-08-31 22:29:45,Savings Vault topup,-300,0,RON,COMPLETED,183.82
Card Payment,Current,2024-08-31 10:44:02,2024-09-01 14:51:16,Mega Image,-10.61,0,RON,COMPLETED,173.21
Deposit,Current,2024-09-01 15:09:04,2024-09-01 15:09:05,Payment from CRISTEA IONUT GABRIEL,50,0,RON,COMPLETED,223.21
Card Payment,Current,2024-08-31 16:00:38,2024-09-01 15:28:34,Caimac Coffee Deli,-108,0,RON,COMPLETED,115.21
Transfer,Current,2024-09-02 0:06:29,2024-09-02 0:06:29,From RON Savings account,100,0,RON,COMPLETED,215.21
Transfer,Current,2024-09-02 0:32:44,2024-09-02 0:32:44,Savings Vault topup,-50,0,RON,COMPLETED,165.21
Card Payment,Current,2024-09-02 0:31:56,2024-09-02 14:40:35,CINEMAX,-78,0,RON,COMPLETED,87.21
Card Payment,Current,2024-09-01 15:42:13,2024-09-02 15:02:00,Superbet,-50,0,RON,COMPLETED,37.21
Card Payment,Current,2024-09-02 9:33:12,2024-09-03 15:58:57,Dallmayr,-3,0,RON,COMPLETED,34.21
Transfer,Current,2024-09-04 11:38:12,2024-09-04 11:38:12,From RON Savings account,50,0,RON,COMPLETED,84.21
Card Payment,Current,2024-09-03 23:26:52,2024-09-04 14:56:38,LUKOIL,-12.49,0,RON,COMPLETED,71.72
Card Payment,Current,2024-09-03 18:53:22,2024-09-04 14:56:58,Mega Image,-21.1,0,RON,COMPLETED,50.62
Transfer,Current,2024-09-04 16:58:10,2024-09-04 16:58:10,From RON Savings account,10,0,RON,COMPLETED,60.62
Transfer,Current,2024-09-04 16:58:40,2024-09-04 16:58:40,Transfer to ELENA-GEORGIANA SULEA,-40,0,RON,COMPLETED,20.62
Transfer,Current,2024-09-05 11:19:27,2024-09-05 11:19:27,From RON Savings account,41,0,RON,COMPLETED,61.62
Transfer,Current,2024-09-05 15:19:29,2024-09-05 15:19:29,Transfer from ANDREI-CRISTIAN OPINCA,25,0,RON,COMPLETED,86.62
Transfer,Current,2024-09-05 15:40:08,2024-09-05 15:40:08,From RON Savings account,800,0,RON,COMPLETED,886.62
Card Payment,Current,2024-09-04 12:01:06,2024-09-05 16:05:59,Horia Hulubei National Institute of Physics and Nuclear Engineering,-19,0,RON,COMPLETED,867.62
Transfer,Current,2024-09-05 17:39:21,2024-09-05 17:39:22,From RON Savings account,150,0,RON,COMPLETED,1017.62
Transfer,Current,2024-09-06 2:29:35,2024-09-06 2:29:35,Savings Vault topup,-100,0,RON,COMPLETED,917.62
Deposit,Current,2024-09-06 11:57:14,2024-09-06 11:57:14,Payment from CRISTEA IONUT GABRIEL,50,0,RON,COMPLETED,967.62
Card Payment,Current,2024-09-05 17:39:01,2024-09-06 16:09:00,TSV,-200.06,0,RON,COMPLETED,767.56
Card Payment,Current,2024-09-05 21:49:31,2024-09-06 16:12:29,Veranda Mall,-23.9,0,RON,COMPLETED,743.66
Card Payment,Current,2024-09-05 15:35:30,2024-09-06 16:12:37,Mega Image,-18.58,0,RON,COMPLETED,725.08
Card Payment,Current,2024-09-05 11:40:19,2024-09-06 17:15:13,Horia Hulubei National Institute of Physics and Nuclear Engineering,-20,0,RON,COMPLETED,705.08
ATM,Current,2024-09-05 15:51:50,2024-09-06 17:20:42,"Cash withdrawal at Hotel Magurele, Str. Atom",-200,0,RON,COMPLETED,505.08
ATM,Current,2024-09-05 15:50:42,2024-09-06 17:20:45,"Cash withdrawal at Hotel Magurele, Str. Atom",-200,0,RON,COMPLETED,305.08
ATM,Current,2024-09-05 15:51:14,2024-09-06 17:20:45,"Cash withdrawal at Hotel Magurele, Str. Atom",-200,0,RON,COMPLETED,105.08
ATM,Current,2024-09-05 15:52:19,2024-09-06 17:20:46,"Cash withdrawal at Hotel Magurele, Str. Atom",-10,0,RON,COMPLETED,95.08
ATM,Current,2024-09-05 15:53:12,2024-09-06 17:20:49,"Cash withdrawal at Hotel Magurele, Str. Atom",-10,0,RON,COMPLETED,85.08
Transfer,Current,2024-09-06 17:40:15,2024-09-06 17:40:15,From RON Savings account,160,0,RON,COMPLETED,245.08
Transfer,Current,2024-09-06 17:41:29,2024-09-06 17:41:29,Transfer to ALEXANDRU-IULIAN LINCA,-160,0,RON,COMPLETED,85.08
Transfer,Current,2024-09-07 13:33:45,2024-09-07 13:33:45,From RON Savings account,50,0,RON,COMPLETED,135.08
Transfer,Current,2024-09-07 13:47:51,2024-09-07 13:47:51,From RON Savings account,1,0,RON,COMPLETED,136.08
Card Payment,Current,2024-09-05 18:50:08,2024-09-07 14:57:41,Astrokids,-10,0,RON,COMPLETED,126.08
Card Payment,Current,2024-09-05 18:59:51,2024-09-07 14:57:46,Astrokids,-15,0,RON,COMPLETED,111.08
Card Payment,Current,2024-09-06 12:45:28,2024-09-07 16:18:04,Superbet,-50,0,RON,COMPLETED,61.08
Card Payment,Current,2024-09-05 22:02:14,2024-09-07 17:34:57,Veranda Mall parking,-4,0,RON,COMPLETED,57.08
Deposit,Current,2024-09-08 2:25:03,2024-09-08 2:25:03,Payment from DL IONESCU ANDREIVLAD,20,0,RON,COMPLETED,77.08
Transfer,Current,2024-09-08 2:25:27,2024-09-08 2:25:27,Savings Vault topup,-11,0,RON,COMPLETED,66.08
Transfer,Current,2024-09-08 2:25:52,2024-09-08 2:25:52,From RON Savings account,0.22,0,RON,COMPLETED,66.3
Transfer,Current,2024-09-08 13:19:21,2024-09-08 13:19:21,From RON Savings account,50,0,RON,COMPLETED,116.3
Deposit,Current,2024-09-08 15:00:44,2024-09-08 15:01:21,Top-up by *3713,3400,0,RON,COMPLETED,3516.3
Deposit,Current,2024-09-08 15:02:08,2024-09-08 15:02:57,Top-up by *7150,825,0,RON,COMPLETED,4341.3
ATM,Current,2024-09-07 13:35:39,2024-09-08 15:18:02,Cash withdrawal at Str. 1 Decembrie Bl. 61 S,-50,0,RON,COMPLETED,4291.3
Exchange,Current,2024-09-09 4:19:22,2024-09-09 4:19:22,Exchanged to CHF,-3196.75,0,RON,COMPLETED,1094.55
Deposit,Current,2024-09-09 12:35:13,2024-09-09 12:35:13,Payment from CRISTEA IONUT GABRIEL,50,0,RON,COMPLETED,1144.55
Card Payment,Current,2024-09-07 13:47:56,2024-09-09 15:24:49,Profi,-6.49,0,RON,COMPLETED,1138.06
Card Payment,Current,2024-09-08 14:04:07,2024-09-09 16:48:36,Atelierul De Tuns,-50,0,RON,COMPLETED,1088.06
Card Payment,Current,2024-09-09 17:01:09,2024-09-10 16:34:53,Superbet,-50,0,RON,COMPLETED,1038.06
Card Payment,Current,2024-09-09 5:48:01,2024-09-10 16:35:52,Dnata catering,-12.5,0,RON,COMPLETED,1025.56
Transfer,Current,2024-09-12 16:56:51,2024-09-12 16:56:51,Savings Vault topup,-1000,0,RON,COMPLETED,25.56
Exchange,Current,2024-09-12 16:57:32,2024-09-12 16:57:32,Exchanged to CHF,-25.56,0,RON,COMPLETED,0
Transfer,Current,2024-09-12 16:57:49,2024-09-12 16:57:50,From RON Savings account,50.31,0,RON,COMPLETED,50.31
Exchange,Current,2024-09-12 16:58:04,2024-09-12 16:58:04,Exchanged to CHF,-50.31,0,RON,COMPLETED,0
Deposit,Current,2024-09-13 18:30:20,2024-09-13 18:30:21,Payment from CRISTEA IONUT GABRIEL,100,0,RON,COMPLETED,100
Transfer,Current,2024-09-14 9:14:12,2024-09-14 9:14:12,From RON Savings account,500,0,RON,COMPLETED,600
Exchange,Current,2024-09-14 9:15:26,2024-09-14 9:15:26,Exchanged to CHF,-500,0,RON,COMPLETED,100
Deposit,Current,2024-09-14 10:53:04,2024-09-14 10:53:04,Payment from CRISTEA IONUT GABRIEL,100,0,RON,COMPLETED,200
Deposit,Current,2024-09-14 17:56:10,2024-09-14 17:56:33,Top-up by *6771,2512.94,0,RON,COMPLETED,2712.94
Transfer,Current,2024-09-14 17:57:07,2024-09-14 17:57:07,Savings Vault topup,-2500,0,RON,COMPLETED,212.94
Card Payment,Current,2024-09-13 20:30:03,2024-09-14 18:55:13,Superbet,-100,0,RON,COMPLETED,112.94
Deposit,Current,2024-09-14 20:42:04,2024-09-14 20:42:05,Payment from CRISTEA IONUT GABRIEL,100,0,RON,COMPLETED,212.94
Card Payment,Current,2024-09-14 13:22:15,2024-09-15 15:39:48,Superbet,-100,0,RON,COMPLETED,112.94
Card Payment,Current,2024-09-14 22:42:38,2024-09-15 16:54:14,Superbet,-100,0,RON,COMPLETED,12.94
Deposit,Current,2024-09-16 18:27:44,2024-09-16 18:27:45,Payment from CRISTEA IONUT GABRIEL,50,0,RON,COMPLETED,62.94
Exchange,Current,2024-09-16 21:27:14,2024-09-16 21:27:14,Exchanged to RON,41.67,0,RON,COMPLETED,104.61
Transfer,Current,2024-09-17 13:24:28,2024-09-17 13:24:28,From RON Savings account,100,0,RON,COMPLETED,204.61
Card Payment,Current,2024-09-16 20:33:22,2024-09-17 15:55:59,Superbet,-50,0,RON,COMPLETED,154.61
Deposit,Current,2024-09-17 16:32:58,2024-09-17 16:34:55,Top-up by *3713,1300,0,RON,COMPLETED,1454.61
Transfer,Current,2024-09-17 16:35:42,2024-09-17 16:35:42,Savings Vault topup,-1350,0,RON,COMPLETED,104.61
Deposit,Current,2024-09-17 17:39:19,2024-09-17 17:39:20,Payment from CRISTEA IONUT GABRIEL,100,0,RON,COMPLETED,204.61
Transfer,Current,2024-09-18 17:21:46,2024-09-18 17:21:46,From RON Savings account,101.25,0,RON,COMPLETED,305.86
Card Payment,Current,2024-09-17 13:25:07,2024-09-18 17:44:06,CarboGaz,-75.17,0,RON,COMPLETED,230.69
Card Payment,Current,2024-09-17 18:03:25,2024-09-18 17:50:48,Superbet,-100,0,RON,COMPLETED,130.69
Transfer,Current,2024-09-19 11:19:05,2024-09-19 11:19:05,From RON Savings account,20,0,RON,COMPLETED,150.69
Card Payment,Current,2024-09-18 17:22:51,2024-09-19 16:14:56,Superbet,-100,0,RON,COMPLETED,50.69
Card Payment,Current,2024-09-18 11:25:01,2024-09-19 16:21:36,La Mamica Catering,-18,0,RON,COMPLETED,32.69
Deposit,Current,2024-09-19 20:35:15,2024-09-19 20:35:15,Payment from CRISTEA IONUT GABRIEL,100,0,RON,COMPLETED,132.69
Transfer,Current,2024-09-19 21:38:09,2024-09-19 21:38:09,Savings Vault topup,-100,0,RON,COMPLETED,32.69
Transfer,Current,2024-09-20 9:02:55,2024-09-20 9:02:55,From RON Savings account,90,0,RON,COMPLETED,122.69
Transfer,Current,2024-09-20 10:03:39,2024-09-20 10:03:39,Savings Vault topup,-9.6,0,RON,COMPLETED,113.09
Transfer,Current,2024-09-20 11:54:24,2024-09-20 11:54:24,From RON Savings account,100,0,RON,COMPLETED,213.09
Deposit,Current,2024-09-20 13:13:28,2024-09-20 13:13:32,Top-up by *7150,60,0,RON,COMPLETED,273.09
Transfer,Current,2024-09-20 13:13:49,2024-09-20 13:13:49,From RON Savings account,50,0,RON,COMPLETED,323.09
Card Payment,Current,2024-09-19 12:07:01,2024-09-20 16:04:12,Nova prompt,-6,0,RON,COMPLETED,317.09
Transfer,Current,2024-09-20 16:24:31,2024-09-20 16:24:31,From RON Savings account,11,0,RON,COMPLETED,328.09
Transfer,Current,2024-09-20 17:04:38,2024-09-20 17:04:39,Savings Vault topup,-0.8,0,RON,COMPLETED,327.29
Card Payment,Current,2024-09-19 11:42:06,2024-09-20 17:17:35,Horia Hulubei National Institute of Physics and Nuclear Engineering,-18,0,RON,COMPLETED,309.29
Transfer,Current,2024-09-21 12:36:27,2024-09-21 12:36:27,From RON Savings account,390,0,RON,COMPLETED,699.29
Card Payment,Current,2024-09-20 13:34:21,2024-09-21 15:03:04,TSV,-152,0,RON,COMPLETED,547.29
Card Payment,Current,2024-09-20 16:24:59,2024-09-21 15:03:20,Mega Image,-16.99,0,RON,COMPLETED,530.3
Card Payment,Current,2024-09-20 11:56:34,2024-09-21 15:10:01,Mega Image,-49.94,0,RON,COMPLETED,480.36
Exchange,Current,2024-09-22 15:19:34,2024-09-22 15:19:34,Exchanged to EUR,-153.2,1.53,RON,COMPLETED,325.63
Transfer,Current,2024-09-22 15:19:47,2024-09-22 15:19:47,Savings Vault topup,-212,0,RON,COMPLETED,113.63
Exchange,Current,2024-09-22 15:21:11,2024-09-22 15:21:11,Exchanged to RON,0.14,0,RON,COMPLETED,113.77
Transfer,Current,2024-09-22 15:21:23,2024-09-22 15:21:23,From RON Savings account,212.5,0,RON,COMPLETED,326.27
Transfer,Current,2024-09-22 15:55:40,2024-09-22 15:55:40,From RON Savings account,200,0,RON,COMPLETED,526.27
Transfer,Current,2024-09-22 15:56:19,2024-09-22 15:56:19,From RON Savings account,50,0,RON,COMPLETED,576.27
Transfer,Current,2024-09-22 18:25:31,2024-09-22 18:25:31,Transfer from IOANA-DARIA DUMITRU,45,0,RON,COMPLETED,621.27
Deposit,Current,2024-09-22 18:27:24,2024-09-22 18:27:29,Top-up by *7150,72,0,RON,COMPLETED,693.27
CARD_CREDIT,Current,2024-09-23 3:11:24,2024-09-23 3:11:24,superbet.ro,200,0,RON,COMPLETED,893.27
Transfer,Current,2024-09-23 8:32:19,2024-09-23 8:32:19,Transfer to IONUT-GABRIEL CRISTEA,-100,0,RON,COMPLETED,793.27
Card Payment,Current,2024-09-20 9:03:36,2024-09-23 15:35:55,ghiseul.ro,-89,0,RON,COMPLETED,704.27
Card Payment,Current,2024-09-22 18:32:22,2024-09-23 16:20:44,Supermarketul din Centru Srl,-6.99,0,RON,COMPLETED,697.28
Deposit,Current,2024-09-23 17:32:02,2024-09-23 17:32:02,Payment from CRISTEA IONUT GABRIEL,100,0,RON,COMPLETED,797.28
Transfer,Current,2024-09-23 19:08:12,2024-09-23 19:08:12,From RON Savings account,3750,0,RON,COMPLETED,4547.28
Transfer,Current,2024-09-23 19:09:47,2024-09-23 19:11:13,To Mioara Simona Cristescu,-3750,0,RON,COMPLETED,797.28
Deposit,Current,2024-09-23 22:06:06,2024-09-23 22:06:06,Payment from CRISTEA IONUT GABRIEL,100,0,RON,COMPLETED,897.28
Transfer,Current,2024-09-24 13:10:38,2024-09-24 13:10:38,From RON Savings account,550,0,RON,COMPLETED,1447.28
Transfer,Current,2024-09-24 13:12:29,2024-09-24 13:12:29,From RON Savings account,50,0,RON,COMPLETED,1497.28
Card Payment,Current,2024-09-23 13:10:40,2024-09-24 15:10:06,Moto Corner,-323.8,0,RON,COMPLETED,1173.48
Card Payment,Current,2024-09-22 18:23:59,2024-09-24 15:10:43,Caimac Coffee Deli,-127,0,RON,COMPLETED,1046.48
Card Payment,Current,2024-09-23 22:21:12,2024-09-24 15:34:03,Superbet,-100,0,RON,COMPLETED,946.48
Card Payment,Current,2024-09-23 17:47:57,2024-09-24 15:39:02,Superbet,-100,0,RON,COMPLETED,846.48
Card Payment,Current,2024-09-21 12:56:55,2024-09-24 16:14:34,Taco Bell,-23.8,0,RON,COMPLETED,822.68
Card Payment,Current,2024-09-23 12:01:43,2024-09-24 16:39:50,La Mamica Catering,-18,0,RON,COMPLETED,804.68
Transfer,Current,2024-09-24 17:52:38,2024-09-24 17:52:38,Transfer from BOGDAN-IONUT BITA,50,0,RON,COMPLETED,854.68
Transfer,Current,2024-09-24 19:18:13,2024-09-24 19:18:13,Transfer to MATEI-DAVID-STEFAN ZICHISANU,-20,0,RON,COMPLETED,834.68
Transfer,Current,2024-09-24 19:53:42,2024-09-24 19:53:43,Transfer to ANDREEA IONESCU,-19,0,RON,COMPLETED,815.68
Transfer,Current,2024-09-24 20:45:49,2024-09-24 20:45:49,Transfer from ANDREEA IONESCU,27,0,RON,COMPLETED,842.68
Transfer,Current,2024-09-24 20:46:02,2024-09-24 20:46:02,Transfer from ANDREEA IONESCU,10,0,RON,COMPLETED,852.68
Transfer,Current,2024-09-24 20:46:22,2024-09-24 20:46:22,Transfer from MATEI-DAVID-STEFAN ZICHISANU,20,0,RON,COMPLETED,872.68
Transfer,Current,2024-09-24 20:55:24,2024-09-24 20:55:25,Transfer to ANDREEA IONESCU,-27,0,RON,COMPLETED,845.68
Deposit,Current,2024-09-25 0:14:03,2024-09-25 0:14:03,Payment from CRISTEA IONUT GABRIEL,100,0,RON,COMPLETED,945.68
Deposit,Current,2024-09-25 0:34:05,2024-09-25 0:34:06,Payment from CRISTEA IONUT GABRIEL,100,0,RON,COMPLETED,1045.68
Transfer,Current,2024-09-25 0:50:20,2024-09-25 0:50:20,Transfer to MATEI-DAVID-STEFAN ZICHISANU,-14,0,RON,COMPLETED,1031.68
Card Payment,Current,2024-09-24 18:15:32,2024-09-25 5:04:19,OpenAI,-26.64,0,RON,COMPLETED,1005.04
Deposit,Current,2024-09-25 11:03:10,2024-09-25 11:03:10,Payment from CRISTEA IONUT GABRIEL,100,0,RON,COMPLETED,1105.04
Transfer,Current,2024-09-25 14:19:01,2024-09-25 14:19:01,Transfer from MARIA LINC,60,0,RON,COMPLETED,1165.04
Transfer,Current,2024-09-25 15:14:39,2024-09-25 15:14:39,Savings Vault topup,-24,0,RON,COMPLETED,1141.04
ATM,Current,2024-09-24 13:11:33,2024-09-25 15:37:43,"Cash withdrawal at Hotel Magurele, Str. Atom",-200,0,RON,COMPLETED,941.04
ATM,Current,2024-09-24 13:12:02,2024-09-25 15:37:48,"Cash withdrawal at Hotel Magurele, Str. Atom",-200,0,RON,COMPLETED,741.04
ATM,Current,2024-09-24 13:11:04,2024-09-25 15:37:50,"Cash withdrawal at Hotel Magurele, Str. Atom",-200,0,RON,COMPLETED,541.04
Card Payment,Current,2024-09-24 20:53:13,2024-09-25 15:55:45,Mega Image,-29.93,0,RON,COMPLETED,511.11
Card Payment,Current,2024-09-25 0:15:40,2024-09-26 14:37:15,Superbet,-100,0,RON,COMPLETED,411.11
Card Payment,Current,2024-09-25 0:44:39,2024-09-26 14:37:15,Superbet,-100,0,RON,COMPLETED,311.11
Card Payment,Current,2024-09-25 15:10:35,2024-09-26 15:00:13,Superbet,-100,0,RON,COMPLETED,211.11
Card Payment,Current,2024-09-25 19:37:44,2024-09-26 15:12:56,McDonald's,-18,0,RON,COMPLETED,193.11
Deposit,Current,2024-09-26 16:21:13,2024-09-26 16:21:13,Payment from CRISTEA IONUT GABRIEL,100,0,RON,COMPLETED,293.11
Card Payment,Current,2024-09-26 20:23:57,2024-09-27 16:18:49,Superbet,-100,0,RON,COMPLETED,193.11
Card Payment,Current,2024-09-26 7:39:58,2024-09-27 16:33:35,Digi,-9.94,0,RON,COMPLETED,183.17
CARD_CREDIT,Current,2024-09-28 3:30:50,2024-09-28 3:30:50,superbet.ro,300,0,RON,COMPLETED,483.17
Transfer,Current,2024-09-28 9:28:02,2024-09-28 9:28:02,Transfer to IONUT-GABRIEL CRISTEA,-150,0,RON,COMPLETED,333.17
Transfer,Current,2024-09-28 9:28:52,2024-09-28 9:28:52,Savings Vault topup,-150,0,RON,COMPLETED,183.17
Card Payment,Current,2024-09-23 10:19:07,2024-09-28 12:54:55,Amazon,-23.57,0,RON,COMPLETED,159.6
Card Payment,Current,2024-09-22 15:58:17,2024-09-28 15:02:44,Amazon,-96.18,0,RON,COMPLETED,63.42
Card Payment,Current,2024-09-27 11:30:36,2024-09-28 15:22:41,La Mamica Catering,-18,0,RON,COMPLETED,45.42
Card Payment,Current,2024-09-27 21:08:14,2024-09-28 18:58:48,Mobilitate urbana,-4,0,RON,COMPLETED,41.42
Exchange,Current,2024-09-30 9:38:45,2024-09-30 9:38:45,Exchanged to RON,152.22,0,RON,COMPLETED,193.64
Transfer,Current,2024-09-30 9:38:57,2024-09-30 9:38:57,Savings Vault topup,-150,0,RON,COMPLETED,43.64
Transfer,Current,2024-09-30 9:39:18,2024-09-30 9:39:18,From RON Savings account,24.37,0,RON,COMPLETED,68.01
Deposit,Current,2024-09-30 15:58:58,2024-09-30 15:58:58,Payment from UNIVERSITATEA DIN BUCURESTI,1200,0,RON,COMPLETED,1268.01
Transfer,Current,2024-09-30 16:05:25,2024-09-30 16:05:25,Savings Vault topup,-1200,0,RON,COMPLETED,68.01
Card Payment,Current,2024-09-28 21:13:05,2024-09-30 16:05:55,PENNY,-5.89,0,RON,COMPLETED,62.12
Card Payment,Current,2024-09-29 12:18:52,2024-09-30 16:56:14,Mega Image,-3.89,0,RON,COMPLETED,58.23
Card Payment,Current,2024-09-29 15:32:48,2024-09-30 16:56:44,Nemarval Market,-23.5,0,RON,COMPLETED,34.73
Transfer,Current,2024-10-01 12:20:06,2024-10-01 12:20:06,From RON Savings account,50,0,RON,COMPLETED,84.73
Transfer,Current,2024-10-01 15:23:40,2024-10-01 15:24:11,Transfer to MATEI-DAVID-STEFAN ZICHISANU,-19,0,RON,COMPLETED,65.73
